,source_model,source_model_file,target_model,target_model_file,batch_index,layer_index,layer_name,fool_method,with_ILA,fool_rate,acc_after_attack,original_acc
85,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,2,4.0,layer3,ifgsm,True,100.0,0.0,100.0
86,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,2,4.0,layer3,ifgsm,True,100.0,0.0,100.0
87,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,4.0,layer3,ifgsm,True,100.0,0.0,100.0
88,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,5.0,layer4,ifgsm,True,100.0,0.0,100.0
89,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,2,5.0,layer4,ifgsm,True,100.0,0.0,100.0
90,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,2,5.0,layer4,ifgsm,True,100.0,0.0,100.0
91,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,5.0,layer4,ifgsm,True,100.0,0.0,100.0
92,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,6.0,linear,ifgsm,True,100.0,0.0,100.0
93,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,2,6.0,linear,ifgsm,True,100.0,0.0,100.0
94,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,2,6.0,linear,ifgsm,True,100.0,0.0,100.0
95,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,2,6.0,linear,ifgsm,True,100.0,0.0,100.0
96,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,ResNet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,3,,,ifgsm,False,100.0,0.0,100.0
97,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,3,,,ifgsm,False,0.0,100.0,100.0
98,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,GoogLeNet,checkpoints/googlenet_epoch_227_acc_94.86.pth,3,,,ifgsm,False,100.0,0.0,100.0
99,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,,,ifgsm,False,100.0,0.0,100.0
100,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,0.0,conv1,ifgsm,True,100.0,0.0,100.0
101,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,0.0,conv1,ifgsm,True,100.0,0.0,100.0
102,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,0.0,conv1,ifgsm,True,100.0,0.0,100.0
103,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,0.0,conv1,ifgsm,True,100.0,0.0,100.0
104,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,1.0,bn1,ifgsm,True,0.0,100.0,100.0
105,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,1.0,bn1,ifgsm,True,0.0,100.0,100.0
106,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,1.0,bn1,ifgsm,True,100.0,0.0,100.0
107,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,1.0,bn1,ifgsm,True,100.0,0.0,100.0
108,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,2.0,layer1,ifgsm,True,0.0,100.0,100.0
109,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,2.0,layer1,ifgsm,True,100.0,0.0,100.0
110,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,2.0,layer1,ifgsm,True,100.0,0.0,100.0
111,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,2.0,layer1,ifgsm,True,100.0,0.0,100.0
112,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,3.0,layer2,ifgsm,True,100.0,0.0,100.0
113,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,3.0,layer2,ifgsm,True,0.0,100.0,100.0
114,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,3.0,layer2,ifgsm,True,100.0,0.0,100.0
115,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,3.0,layer2,ifgsm,True,100.0,0.0,100.0
116,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,4.0,layer3,ifgsm,True,100.0,0.0,100.0
117,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,4.0,layer3,ifgsm,True,100.0,0.0,100.0
118,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,4.0,layer3,ifgsm,True,100.0,0.0,100.0
119,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,4.0,layer3,ifgsm,True,100.0,0.0,100.0
120,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,5.0,layer4,ifgsm,True,100.0,0.0,100.0
121,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,5.0,layer4,ifgsm,True,100.0,0.0,100.0
122,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,5.0,layer4,ifgsm,True,100.0,0.0,100.0
123,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,5.0,layer4,ifgsm,True,100.0,0.0,100.0
124,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,6.0,linear,ifgsm,True,100.0,0.0,100.0
125,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,3,6.0,linear,ifgsm,True,100.0,0.0,100.0
126,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,3,6.0,linear,ifgsm,True,100.0,0.0,100.0
127,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,3,6.0,linear,ifgsm,True,100.0,0.0,100.0
128,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,ResNet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,4,,,ifgsm,False,100.0,0.0,100.0
129,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,4,,,ifgsm,False,100.0,0.0,100.0
130,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,GoogLeNet,checkpoints/googlenet_epoch_227_acc_94.86.pth,4,,,ifgsm,False,100.0,0.0,100.0
131,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,,,ifgsm,False,100.0,0.0,100.0
132,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,0.0,conv1,ifgsm,True,100.0,0.0,100.0
133,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,4,0.0,conv1,ifgsm,True,100.0,0.0,100.0
134,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,4,0.0,conv1,ifgsm,True,100.0,0.0,100.0
135,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,0.0,conv1,ifgsm,True,100.0,0.0,100.0
136,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,1.0,bn1,ifgsm,True,100.0,0.0,100.0
137,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,4,1.0,bn1,ifgsm,True,100.0,0.0,100.0
138,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,4,1.0,bn1,ifgsm,True,100.0,0.0,100.0
139,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,1.0,bn1,ifgsm,True,100.0,0.0,100.0
140,SENet18,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,2.0,layer1,ifgsm,True,100.0,0.0,100.0
141,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,4,2.0,layer1,ifgsm,True,100.0,0.0,100.0
142,SENet18,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/senet18_epoch_279_acc_94.59.pth,4,2.0,layer1,ifgsm,True,100.0,0.0,100.0
143,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/senet18_epoch_279_acc_94.59.pth,4,2.0,layer1,ifgsm,True,100.0,0.0,100.0
